gene,weight,weight_zscore,bootstrap_std,bootstrap_ratio,bootstrap_ratio_zscore,abs_bootstrap_ratio,signed_contribution_rank,abs_bootstrap_ratio_rank
MZT2A,0.00927964499959,1.05199085069,0.00221586446034,4.1878215774,1.38132647527,4.1878215774,1448,1994
ACTR3C,0.0119755940898,1.39273892967,0.00510131094989,2.34755226792,0.702118344504,2.34755226792,3530,5736
ZNF732,0.00564889100179,0.593090326752,0.0027393422749,2.06213405808,0.596775953697,2.06213405808,4020,6690
LGALS9C,0.00668458427478,0.723994316915,0.00388070142389,1.72251960267,0.471430767399,1.72251960267,4671,7968
LRTM2,-0.00349079249938,-0.562098251118,0.00883731839493,-0.395005853968,-0.310107293273,0.395005853968,9611,13812
PAX8-AS1,-0.0117018145002,-1.59991086539,0.00189505858541,-6.17490909794,-2.44335880059,6.17490909794,15648,503
SNHG20,0.0128993731746,1.50949779195,0.00407459697291,3.165803455,1.00411917472,3.165803455,2444,3656
FGF7P3,-0.00799882945734,-1.13188087015,0.00391043139281,-2.04551075159,-0.91927701672,2.04551075159,13040,6755
IQCJ,-0.00371299330296,-0.590182793679,0.00563884438055,-0.658467063884,-0.407345776246,0.658467063884,10233,12541
LOC654780,0.00824198998866,0.920838911321,0.00431321611941,1.91086877181,0.54094683575,1.91086877181,4306,7260
PCP4L1,-0.00435369724143,-0.671163045503,0.00221027692249,-1.9697519334,-0.891315888954,1.9697519334,12897,7060
NCF1C,0.0043745501107,0.432023037987,0.00286197395223,1.5285080101,0.399824807089,1.5285080101,5047,8714
ZNF826P,0.00957029990435,1.08872748671,0.00307154525133,3.11579323151,0.98566135974,3.11579323151,2512,3777
SCARNA17,-0.00209323560018,-0.385457367802,0.00391808164366,-0.534250123033,-0.361499684171,0.534250123033,9958,13125
CD27-AS1,-0.00931283790064,-1.29796184492,0.00232218578469,-4.01037589759,-1.64447108269,4.01037589759,15109,2226
MSMP,-0.00198366960417,-0.371609034094,0.00393201890097,-0.504491370499,-0.350516298979,0.504491370499,9890,13266
FAM86DP,0.00924032768618,1.04702143229,0.00349271113333,2.64560318144,0.812123224117,2.64560318144,3104,4892
ANP32AP1,-0.000744502524577,-0.214987455651,0.00231922571545,-0.321013396678,-0.282798095457,0.321013396678,9431,14178
ROCK1P1,0.00446104911149,0.442955873648,0.00509991038518,0.874730882419,0.158528199825,0.874730882419,6484,11541
MAFIP,-0.0080951042044,-1.14404928803,0.00331296071548,-2.44346519612,-1.06615437484,2.44346519612,13684,5460
RNF208,-0.00858747831196,-1.20628174335,0.004777110407,-1.79763027863,-0.827789085131,1.79763027863,12598,7669
LOC727896,-0.00391876703979,-0.616191076174,0.00351910053553,-1.1135706412,-0.575315783928,1.1135706412,11195,10498
MUC5B,-0.00527181137605,-0.787205899872,0.00306851072858,-1.71803582987,-0.798412299636,1.71803582987,12437,7985
TLCD2,0.00862600300342,0.969375323807,0.00185934914489,4.63925940276,1.54794352416,4.63925940276,1117,1498
GXYLT2,0.0191614245614,2.30097489673,0.00379746870469,5.04584133575,1.69800512291,5.04584133575,879,1151
MROH1,0.00620606616418,0.66351315741,0.00327498067685,1.8949932157,0.535087472267,1.8949932157,4337,7321
LOC728024,-0.00302125858512,-0.50275262776,0.00477467142898,-0.63276785221,-0.397860689779,0.63276785221,10172,12657
BMS1P14,0.000627215567357,-0.0416124069788,0.00333540935279,0.188047553094,-0.0949134557708,0.188047553094,8187,14844
SSR4P1,0.00843724421348,0.945517605093,0.00182243631152,4.62965106662,1.54439727145,4.62965106662,1124,1507
FAM133DP,-0.00986932722068,-1.36829799016,0.0045114349504,-2.18762485311,-0.971728607774,2.18762485311,13285,6248
FAM155A,-0.00841481154685,-1.18445793787,0.00494088526144,-1.70309794735,-0.792899013503,1.70309794735,12410,8036
CARMN,4.91138506628e-06,-0.120267065343,0.00343364706385,0.00143036980067,-0.163790281342,0.00143036980067,8635,15740
D2HGDH,-0.000847133312401,-0.2279592302,0.0029807101649,-0.284205194579,-0.269212893544,0.284205194579,9332,14385
KRTAP19-8,0.00580180160569,0.612417099176,0.00252148867074,2.30094296001,0.684915742289,2.30094296001,3590,5863
LINC01881,0.00394647359479,0.377917323979,0.00178272411236,2.21373210102,0.652727885755,2.21373210102,3740,6156
POTEF,0.00851220718956,0.954992372322,0.0041609940827,2.04571480285,0.590715921292,2.04571480285,4049,6754
LOC728392,0.0124417700466,1.45166013197,0.00244952689812,5.07925430666,1.71033721007,5.07925430666,859,1124
PARGP1,-0.00433377902405,-0.668645529748,0.00287416806012,-1.50783772326,-0.720832207231,1.50783772326,12041,8805
LINC01137,-0.00370297539003,-0.58891660338,0.00259738374898,-1.42565587064,-0.690500460558,1.42565587064,11876,9139
PPIEL,-0.0144701578141,-1.94980904025,0.00212248586158,-6.81755203935,-2.68054599311,6.81755203935,15694,303
LINC00687,-0.00267236433835,-0.458654968502,0.00422741024487,-0.632151644519,-0.39763325933,0.632151644519,10171,12661
METTL24,-0.00882753296997,-1.23662288142,0.00204766834414,-4.31101696485,-1.7554319384,4.31101696485,15261,1839
LOC728485,-0.00339691981171,-0.550233435825,0.00332754204516,-1.0208495537,-0.541094207662,1.0208495537,11005,10899
DNLZ,0.00396495546187,0.380253295652,0.00396553709239,0.99985332869,0.204708496595,0.99985332869,6198,10990
C2orf92,-0.000607779293632,-0.197706647765,0.00291175542623,-0.208732947883,-0.241357533821,0.208732947883,9147,14734
LOC728554,-0.0146415256423,-1.97146866968,0.00617600526206,-2.37071132893,-1.03930231689,2.37071132893,13579,5665
ENTPD1-AS1,-0.00614542667134,-0.897624429182,0.0035839280802,-1.71471819016,-0.797187822405,1.71471819016,12433,7995
C12orf73,0.00505536721899,0.518073298592,0.00233307405217,2.16682672987,0.635416012271,2.16682672987,3822,6311
CNTNAP3B,0.015626203042,1.85414897339,0.00440610493365,3.54648908215,1.14462294332,3.54648908215,2016,2917
LOC728613,-0.0101925817539,-1.40915497876,0.00764597699204,-1.33306466454,-0.656326821028,1.33306466454,11681,9511
CCDC30,-0.0044730468221,-0.686247952147,0.00213801683902,-2.09214761103,-0.936489787681,2.09214761103,13131,6580
SKP1P2,0.008991460436,1.01556644758,0.00269740619708,3.33337279558,1.06596580662,3.33337279558,2240,3297
DHRS4L1,0.00719778967101,0.788859693463,0.00399996495274,1.79946318432,0.499829168652,1.79946318432,4521,7666
MEIKIN,0.000758127420494,-0.0250661143821,0.00539368106152,0.140558444566,-0.112440775532,0.140558444566,8303,15067
FAM133CP,-0.00822404687427,-1.16034669039,0.00261310891897,-3.14722697342,-1.32589935825,3.14722697342,14514,3706
CDK11A,-0.0059664615305,-0.875004555473,0.0057370766186,-1.03998289149,-0.548155955923,1.03998289149,11050,10812
HNRNPA1P33,-0.00591320260445,-0.868273020073,0.00242737866323,-2.43604456693,-1.06341556283,2.43604456693,13675,5483
LOC728715,0.00998434673982,1.14105995259,0.00303508508467,3.28964311092,1.04982601815,3.28964311092,2287,3379
LOC728739,0.0016818804242,0.0916894514439,0.00210786566166,0.797906837606,0.130173917326,0.797906837606,6674,11900
LOC728743,-0.0119387890818,-1.62986270452,0.00244964428772,-4.87368273901,-1.96310109136,4.87368273901,15427,1303
PIN4P1,-0.00389471388337,-0.613150934625,0.00431244670372,-0.903133221336,-0.497647365588,0.903133221336,10751,11418
SCAMP1-AS1,0.00866728018337,0.974592454882,0.00323308136104,2.68081103303,0.825117767333,2.68081103303,3068,4812
FAM182B,-0.00548588572869,-0.814263318977,0.0051109148602,-1.07336668263,-0.560477273386,1.07336668263,11129,10664
NPIPB11,-0.00509458638367,-0.764805968092,0.00408301335817,-1.24775158364,-0.624839398015,1.24775158364,11468,9893
PDE4DIPP1,-0.00222656266203,-0.402308924965,0.00434079113693,-0.512939367917,-0.353634292909,0.512939367917,9907,13234
ZNF736,-0.000142172098471,-0.138857332736,0.00269936222755,-0.0526687737643,-0.183757238345,0.0526687737643,8790,15471
UNC5B-AS1,0.00889101252818,1.00287057296,0.00182945009585,4.85993717365,1.6293914598,4.85993717365,991,1314
LOC728989,0.00254431665762,0.200695029796,0.00282710668723,0.899971928585,0.167844186184,0.899971928585,6432,11433
RPEL1,-0.00330012657355,-0.537999484495,0.00249505507532,-1.32266682455,-0.652489177579,1.32266682455,11656,9555
LOC729080,0.0075477720792,0.833094888296,0.002332345227,3.23612987985,1.03007531022,3.23612987985,2360,3498
OIP5-AS1,-0.0112251496735,-1.5396639473,0.00308641721144,-3.63695148923,-1.50664729077,3.63695148923,14899,2770
FAM198A,0.0139661784244,1.6443341065,0.00651123811304,2.14493437069,0.627335962098,2.14493437069,3867,6392
AGAP5,-0.00334347976484,-0.543479008089,0.00373995432107,-0.893989465596,-0.494272580597,0.893989465596,10732,11458
BMS1P4,-0.0108680089938,-1.49452399975,0.0016948105744,-6.41252135073,-2.53105692892,6.41252135073,15668,424
GTF2IRD1P1,-0.00222653786399,-0.402305790675,0.00395004140526,-0.563674563266,-0.3723596811,0.563674563266,10023,12971
LOC729159,-0.00567430554177,-0.838078193517,0.00651804931075,-0.870552717729,-0.485622526158,0.870552717729,10680,11555
ANKRD20A8P,-0.00650442228639,-0.94299882688,0.00359629209605,-1.80864682642,-0.831855081774,1.80864682642,12609,7641
LOC729218,-0.00703323213048,-1.00983649053,0.00420287520986,-1.67343349,-0.781950430857,1.67343349,12357,8142
FAHD2CP,-0.000704000558101,-0.209868305841,0.00254667373774,-0.276439242164,-0.266346629353,0.276439242164,9314,14413
TP53TG3D,-0.00904802682955,-1.26449167885,0.00626896298784,-1.44330519212,-0.697014486844,1.44330519212,11913,9066
ZNF286B,-0.00050591687646,-0.184831989598,0.00242830873173,-0.208341249961,-0.241212965626,0.208341249961,9144,14738
CETN4P,-0.00950796617738,-1.32262461978,0.00319812597708,-2.97298050344,-1.26158832586,2.97298050344,14330,4085
PLIN4,-0.00955746968253,-1.32888149768,0.00258055062626,-3.70365517547,-1.53126634289,3.70365517547,14950,2645
FAM86HP,0.00123250787322,0.0348920756892,0.00390354535508,0.315740630916,-0.0477843881653,0.315740630916,7881,14220
CASTOR2,0.00413149592344,0.401302781549,0.00291355841738,1.41802405567,0.359047297088,1.41802405567,5288,9167
CCDC61,-0.0073374529274,-1.04828775525,0.00204976445657,-3.57965663024,-1.48550085645,3.57965663024,14864,2866
RAD51AP2,-0.0133145283977,-1.80374600624,0.00550656668604,-2.41793646693,-1.05673221019,2.41793646693,13647,5527
TMEM242,-0.00051093060579,-0.185465688003,0.00236413198399,-0.216117631862,-0.24408307914,0.216117631862,9167,14693
FAM72A,0.00402794057501,0.388214149358,0.00400307802022,1.00621085941,0.207054939332,1.00621085941,6184,10960
LINC01556,0.00483601954956,0.490349371141,0.00339156347862,1.42589681132,0.361952980308,1.42589681132,5268,9137
LOC729603,0.00148951821517,0.0673762871368,0.00202980039207,0.733824971654,0.106522528823,0.733824971654,6834,12172
FLJ37453,-0.002711137208,-0.463555573228,0.00671855651721,-0.403529716697,-0.313253287634,0.403529716697,9641,13761
ZNF812P,-0.00558722030488,-0.827071261937,0.00553345898169,-1.00971568116,-0.536984908706,1.00971568116,10979,10944
PACRG-AS3,0.00145621405548,0.0631668870123,0.00180102363392,0.80854799907,0.134101366069,0.80854799907,6653,11855
GOLGA2P6,-0.00278050057745,-0.472322591484,0.00306506117516,-0.907159896184,-0.499133534098,0.907159896184,10762,11393
LOC729683,-0.00459162455502,-0.701235302928,0.00359025027366,-1.27891489591,-0.636341179284,1.27891489591,11536,9766
LOC729732,0.00745220128641,0.821015445043,0.00362270079564,2.0570843983,0.594912221057,2.0570843983,4031,6709
LOC729737,-0.00612182610627,-0.894641491842,0.00711119660669,-0.860871446096,-0.482049354354,0.860871446096,10656,11602
SEC14L1P1,-0.0066138597956,-0.956830920805,0.00289989393387,-2.28072472526,-1.00608998619,2.28072472526,13438,5934
FAM160A1,0.000478131566838,-0.0604555249621,0.00256075750928,0.186714893974,-0.0954053147093,0.186714893974,8194,14855
UMAD1,0.00841107170265,0.942209592779,0.003808578037,2.20845460456,0.650780062964,2.20845460456,3748,6171
ISPD,-0.0128942090934,-1.75062074657,0.00301646361023,-4.27461118699,-1.74199526356,4.27461118699,15247,1884
LOC729930,-0.00585754563816,-0.861238390074,0.003535775299,-1.65665098679,-0.775756330582,1.65665098679,12324,8204
SHISA7,-0.00176375288526,-0.343813182986,0.00443407861425,-0.397772127809,-0.311128271928,0.397772127809,9622,13796
MORN2,0.00501232883884,0.512633564803,0.00159616453174,3.14023318974,0.994681679896,3.14023318974,2484,3721
LOC729970,0.00996955721347,1.13919066555,0.00211058622772,4.72359626085,1.57907064205,4.72359626085,1066,1428
NPIPB2,-0.000515126270772,-0.185995989108,0.00384216677749,-0.134071814318,-0.213801540409,0.134071814318,8969,15096
BORCS8,0.00546098726241,0.569340680121,0.00602809978139,0.905921842779,0.170040185475,0.905921842779,6415,11404
SHISA9,0.00443032300704,0.43907232069,0.00245322894209,1.80591502531,0.502210419503,1.80591502531,4509,7648
ZNF814,-0.0033291398536,-0.541666549083,0.00271404867304,-1.22663233223,-0.617044687101,1.22663233223,11415,10007
ZNF726,0.00751741564118,0.829258058447,0.00344960581818,2.17921004237,0.639986455571,2.17921004237,3807,6281
LINC00886,0.0166910964318,1.98874364293,0.00260543122511,6.40627020622,2.20011334446,6.40627020622,349,428
LOC730098,-0.0165706657937,-2.21529775498,0.00388040158715,-4.27034816412,-1.74042186353,4.27034816412,15240,1894
CRYZL2P,-0.00190220116489,-0.3613120243,0.00326357944736,-0.582857318343,-0.379439668334,0.582857318343,10067,12885
TMEM229A,-0.00661982577332,-0.957584976382,0.00511250877057,-1.29482922581,-0.642214853429,1.29482922581,11585,9677
LOC730183,0.00313240644262,0.275025240716,0.00399799773308,0.783493801584,0.124854341976,0.783493801584,6694,11944
ZNF735,0.00904364654621,1.02216238697,0.00309975929788,2.91753187172,0.912486891801,2.91753187172,2743,4226
KRTAP2-3,0.00357019834809,0.3303589083,0.00263177357018,1.3565750445,0.336367644823,1.3565750445,5401,9413
LOC731157,-0.00167595226079,-0.332715831693,0.00440644339609,-0.380341266219,-0.304694875002,0.380341266219,9564,13891
RFX8,-0.011746705112,-1.60558470759,0.00402203060647,-2.920590682,-1.24225224689,2.920590682,14272,4210
CSKMT,-0.00511474704636,-0.767354127146,0.00266573481311,-1.91870062289,-0.872473828713,1.91870062289,12802,7243
PFN1P2,0.00638803118241,0.686512193492,0.00204362503923,3.12583329122,0.989366953349,3.12583329122,2503,3759
HAR1A,-0.00506243546557,-0.760742329197,0.0043089714342,-1.17485937024,-0.597936279132,1.17485937024,11329,10206
RELL1,0.00807469098263,0.899693550999,0.00356904782723,2.26242162434,0.67069825561,2.26242162434,3663,5997
TVP23A,0.0094022563999,1.06748802728,0.00188580236146,4.98581218904,1.67584951541,4.98581218904,912,1199
UQCC3,0.00535296136886,0.555687004003,0.00384630622826,1.39171481707,0.349337061376,1.39171481707,5333,9276
TLX1NB,-0.00697310950833,-1.00223743457,0.00247065430093,-2.82237361403,-1.20600220957,2.82237361403,14159,4454
SIGLEC14,0.000585938072821,-0.0468295778146,0.00431389958067,0.135825617139,-0.114187571424,0.135825617139,8314,15085
LOC100049716,0.0124508624087,1.45280933947,0.00301074241181,4.1354791296,1.362007881,4.1354791296,1491,2068
SNHG8,0.0101653777112,1.16394093204,0.00397214337319,2.55916686688,0.780221237087,2.55916686688,3230,5127
PMS2P7,0.00239138350184,0.18136540698,0.0028808195459,0.830105275163,0.1420577435,0.830105275163,6591,11741
ZSCAN30,0.0082154780202,0.917487994066,0.00283240211664,2.90053378083,0.906213222247,2.90053378083,2761,4258
LIN28B-AS1,0.000731686286797,-0.0284080786448,0.00642255963651,0.113924405254,-0.122270888963,0.113924405254,8375,15197
TMEM170B,-0.012473816824,-1.69748626464,0.00560466229037,-2.22561435066,-0.985749803198,2.22561435066,13355,6118
FAM138E,0.00801279915188,0.891870880123,0.0022573053804,3.54971871394,1.14581493851,3.54971871394,2011,2910
LOC100126784,-0.00767757300046,-1.09127642367,0.00656045915162,-1.17027982692,-0.596246057465,1.17027982692,11318,10223
GHRLOS,0.0034625219389,0.316749404428,0.00362249470812,0.955839060616,0.188463673844,0.955839060616,6301,11187
LOC100128079,0.00767805544254,0.849561744419,0.00238185317044,3.2235637099,1.02543737774,3.2235637099,2385,3532
HGC6.3,-0.00197260125004,-0.370210075774,0.00303730642788,-0.64945743766,-0.404020495889,0.64945743766,10206,12582
LINC01233,0.00907910876953,1.02664455042,0.00759616148861,1.1952232431,0.276815787462,1.1952232431,5751,10141
LOC100128164,0.0042772894426,0.41973000696,0.0019914930171,2.14778028638,0.628386335033,2.14778028638,3862,6381
LOC100128239,0.00434593018685,0.428405690721,0.00267162259714,1.62670063935,0.436065824541,1.62670063935,4846,8324
ZNF667-AS1,0.00918920793253,1.0405602725,0.00211084569148,4.35333002768,1.44241247206,4.35333002768,1319,1787
DNM1P35,-0.00621663243337,-0.906624312271,0.005365458575,-1.15863953593,-0.591949849163,1.15863953593,11295,10282
LOC100128288,-0.0039657277657,-0.622126565535,0.00341150798486,-1.162455953,-0.593358415557,1.162455953,11299,10264
LOC100128361,-0.0160834381789,-2.15371577839,0.00315694255289,-5.09462491302,-2.04464661312,5.09462491302,15486,1106
FAM225B,-0.00353957493462,-0.5682639911,0.00204273677203,-1.73276115802,-0.803847136022,1.73276115802,12467,7927
LOC100128398,-0.00198684085126,-0.372009856333,0.00241784444062,-0.821740562743,-0.467606895307,0.821740562743,10575,11782
NEBL-AS1,0.0149904407758,1.77379331249,0.0027230084146,5.50510262671,1.86750966301,5.50510262671,654,832
MIR29B2CHG,-0.00976112613168,-1.35462217063,0.00347258099625,-2.81091388285,-1.20177264244,2.81091388285,14144,4490
CDC42P3,0.00742592684721,0.817694549735,0.00348324922274,2.13189650592,0.6225239361,2.13189650592,3891,6439
OST4,0.0113817158449,1.31767710012,0.0027612164435,4.12199335975,1.35703054182,4.12199335975,1498,2080
LINC00476,-0.0109224997742,-1.50141123245,0.00266949423797,-4.09159893242,-1.67444894809,4.09159893242,15149,2120
LINC01003,0.000943693977182,-0.00161187040388,0.00328295258969,0.287452819192,-0.0582248772963,0.287452819192,7960,14370
FAM66B,-0.007593515043,-1.08065211789,0.00232216465206,-3.27001577441,-1.37121835127,3.27001577441,14641,3413
LOC100129034,0.0104496647402,1.19987271553,0.00721005801799,1.44931770508,0.3705971833,1.44931770508,5222,9041
KTN1-AS1,-0.0127746201213,-1.73550558261,0.00393323205523,-3.2478684049,-1.36304418167,3.2478684049,14616,3466
KHDC1L,-0.00120249261832,-0.272874025245,0.00432993962528,-0.277715793378,-0.26681777994,0.277715793378,9317,14408
LOC100129138,-0.0136037721263,-1.84030428,0.00433907740347,-3.13517618179,-1.32145164203,3.13517618179,14501,3734
MATN1-AS1,-0.0030696923374,-0.508874296788,0.00532182492863,-0.576811973067,-0.377208447261,0.576811973067,10056,12911
SMIM27,0.00922260849867,1.04478185769,0.00376614058429,2.4488221542,0.739495118553,2.4488221542,3391,5442
LOC100129291,0.00448435357992,0.445901386558,0.00214512480945,2.09048609207,0.607240146038,2.09048609207,3967,6585
LINC00484,0.0100539255437,1.14985420017,0.00217224290684,4.62836154833,1.54392133497,4.62836154833,1125,1509
SMIM10L1,-0.00465577424282,-0.709343350281,0.00420064777949,-1.10834673299,-0.57338773953,1.10834673299,11183,10522
GABPB1-AS1,-0.00357347171381,-0.572548293959,0.00198658677321,-1.79879971114,-0.828220700259,1.79879971114,12600,7667
MSTO2P,-0.00629531220658,-0.916568855242,0.00483904309428,-1.30094154649,-0.644470793841,1.30094154649,11604,9649
RPL19P12,0.00166077809384,0.0890222725431,0.00354045000301,0.469086724125,0.00881271574327,0.469086724125,7490,13434
LOC100129434,-0.00253045589836,-0.44071878844,0.00311858692482,-0.8114110523,-0.463794470982,0.8114110523,10554,11836
DPY19L1P1,-0.006872026515,-0.989461289832,0.00226231924395,-3.0376024663,-1.28543905378,3.0376024663,14412,3936
ZNF37BP,-0.00847440212937,-1.19198974795,0.00600545948297,-1.4111163606,-0.685134206076,1.4111163606,11852,9191
LINC02012,-0.000488226013967,-0.182595995071,0.00652670006569,-0.0748044201592,-0.191927081168,0.0748044201592,8835,15386
ZNF730,-8.83362953811e-05,-0.132052884333,0.00408782434978,-0.0216096113293,-0.172293896783,0.0216096113293,8709,15630
FAM47E,0.00434584498496,0.42839492183,0.00201717281985,2.15442372721,0.630838301711,2.15442372721,3847,6358
LINC01126,0.00287214707809,0.242130376781,0.00367911646293,0.78066217991,0.123809244689,0.78066217991,6708,11961
MIR193BHG,-0.0050687041267,-0.761534641726,0.00314236337341,-1.61302291441,-0.75965404526,1.61302291441,12239,8381
CCDC152,-0.0141376205173,-1.90777877881,0.00249389012487,-5.66890272202,-2.25660154557,5.66890272202,15592,725
SLC25A21-AS1,0.00280894533915,0.23414214317,0.00410462962021,0.684335883881,0.0882570550542,0.684335883881,6956,12409
MRVI1-AS1,-0.0142799186587,-1.92576421426,0.00591492698779,-2.4142172318,-1.05535951178,2.4142172318,13643,5538
ZNF737,0.0076301329119,0.843504690035,0.00303735073361,2.51210136105,0.762850260964,2.51210136105,3295,5253
SCOC-AS1,-0.0058713878811,-0.862987947478,0.00535335899681,-1.09676707365,-0.569113909208,1.09676707365,11172,10557
LOC100129917,-0.0122021190506,-1.66314567019,0.00315883203817,-3.86285782314,-1.5900249888,3.86285782314,15031,2413
CERNA1,-0.00811797734388,-1.14694028415,0.0031757567762,-2.55623396751,-1.10777516699,2.55623396751,13845,5135
MIR124-2HG,-0.0120484490402,-1.64372291439,0.00437780377573,-2.75216744685,-1.18009045886,2.75216744685,14086,4623
LOC100130264,-0.00403565866983,-0.630965315989,0.00468280487644,-0.861803721555,-0.482393439357,0.861803721555,10659,11596
CCDC166,-0.000378226331593,-0.168692846606,0.00342497116568,-0.110431975423,-0.205076528963,0.110431975423,8909,15222
LOC100130331,0.0114547225115,1.32690460426,0.00299178603102,3.82872384347,1.24879038429,3.82872384347,1733,2467
CECR7,0.000565359363019,-0.0494305749398,0.00615480563513,0.0918565746076,-0.130415702294,0.0918565746076,8426,15304
PARD6G-AS1,0.000262166912377,-0.0877518642747,0.00135565984997,0.193386941703,-0.0929427897718,0.193386941703,8167,14812
NFYC-AS1,0.00720440327433,0.789695604138,0.00263450496633,2.7346326412,0.844982291341,2.7346326412,2989,4676
LOC100130691,0.00551874483937,0.576640811813,0.00346737498821,1.59162042125,0.423118388405,1.59162042125,4916,8466
LOC100130705,-0.00231206343115,-0.413115591506,0.00775293816756,-0.298217705492,-0.274384642753,0.298217705492,9358,14313
HDHD5-AS1,-0.00474018841228,-0.72001267864,0.00186657527452,-2.53951098409,-1.10160303432,2.53951098409,13826,5173
LRRC70,0.00149866358597,0.0685321945464,0.00451362068387,0.332031353747,-0.0417717946031,0.332031353747,7835,14129
AGAP2-AS1,-0.00335136636929,-0.544475816718,0.00423084625088,-0.792126721361,-0.456676994044,0.792126721361,10511,11918
TSTD3,0.00843316929681,0.945002565683,0.00206590109435,4.08207794646,1.34229852782,4.08207794646,1531,2134
SMIM6,0.0033145797268,0.29805060008,0.00508858005344,0.651376158377,0.0760922520904,0.651376158377,7039,12573
CSAG4,-0.00420355116351,-0.652185688771,0.00318826615153,-1.31844424641,-0.650930704919,1.31844424641,11645,9571
LOC100130950,-0.00890729071963,-1.24670367266,0.00629808243852,-1.4142861429,-0.686304111968,1.4142861429,11863,9176
SYCE1L,0.0041786620239,0.407264228737,0.00279177045968,1.49677850821,0.388114056081,1.49677850821,5123,8853
C6orf99,-0.00189120727647,-0.359922477898,0.00200850522785,-0.941599379601,-0.511844487345,0.941599379601,10833,11260
CKMT2-AS1,-0.00626071408204,-0.912195907505,0.0020602067218,-3.03887664077,-1.28590932715,3.03887664077,14415,3932
SRP14-AS1,0.00740330598769,0.814835439949,0.00304754444305,2.42926924481,0.732278514455,2.42926924481,3417,5497
LINC01405,-0.00939517021373,-1.30836804199,0.00152632236627,-6.15542982359,-2.43616937378,6.15542982359,15646,512
TSTD1,0.010847683147,1.25017930627,0.00207354711275,5.23146210679,1.76651419182,5.23146210679,788,1022
SNAP25-AS1,0.0122039889976,1.42160636132,0.00296081611466,4.12183280724,1.35697128497,4.12183280724,1499,2081
NEMP2,0.000366906794262,-0.0745135157929,0.00317744707892,0.115472196751,-0.121699628787,0.115472196751,8367,15184
LOC100131289,-0.0103699907384,-1.43157816578,0.00380584307099,-2.7247552106,-1.16997312786,2.7247552106,14053,4694
SP9,-0.012434197,-1.69247861112,0.00398283389364,-3.12194716928,-1.31656906706,3.12194716928,14485,3767
LINC00893,-0.00224942764126,-0.405198889681,0.00225925787654,-0.995648909589,-0.531793132928,0.995648909589,10938,11016
CD300LD,-0.000244136616475,-0.151744895695,0.00228702129998,-0.106748728784,-0.203717113224,0.106748728784,8893,15245
DBIL5P,-0.00941084965839,-1.31034980814,0.00319271793503,-2.94759820626,-1.25222020646,2.94759820626,14311,4139
CCDC18-AS1,0.00172042427892,0.0965611103719,0.00370370176875,0.46451479799,0.00712530543424,0.46451479799,7505,13461
USP30-AS1,0.00204166882505,0.137164051419,0.00578449338659,0.352955512022,-0.034049088825,0.352955512022,7772,14015
ARMCX4,-0.00905250547947,-1.26505774716,0.00295602959349,-3.06238662137,-1.29458641039,3.06238662137,14435,3883
PET100,-0.00116895511365,-0.268635132036,0.00355067334502,-0.329220685785,-0.285827248563,0.329220685785,9448,14140
UBE2DNL,-0.00185133786636,-0.354883278547,0.00174919154804,-1.05839630224,-0.554951992914,1.05839630224,11090,10737
ZNF717,-0.00707470237361,-1.01507802337,0.00227265574317,-3.11296701881,-1.31325466564,3.11296701881,14476,3786
FAM27E3,0.00636378966581,0.683448244606,0.00698022424545,0.911688427483,0.172168521364,0.911688427483,6401,11372
RRN3P3,-0.00482365293836,-0.73056197908,0.00481780804314,-1.00121318558,-0.533846800547,1.00121318558,10958,10984
LOC100132057,-0.00239328260105,-0.423381095487,0.00260511838533,-0.918684776298,-0.503387146457,0.918684776298,10790,11340
LINC01783,0.00726470375441,0.797317140029,0.00267085002057,2.7199968918,0.83958051675,2.7199968918,3008,4707
LOC100132249,0.00991189570339,1.131902676,0.00461076762706,2.14972787725,0.629105153493,2.14972787725,3856,6371
NDUFA6-AS1,0.00850662011749,0.954286207625,0.0022410117954,3.79588368743,1.23666971212,3.79588368743,1762,2516
CLUHP3,-0.0116078645877,-1.58803628944,0.002847962666,-4.07584857984,-1.66863579483,4.07584857984,15138,2146
LOC100132356,0.00254018802775,0.200173201434,0.00316844348019,0.801714798965,0.131579362879,0.801714798965,6666,11885
NBPF10,0.00329026498722,0.294977396348,0.00345314101099,0.952832501408,0.187354010466,0.952832501408,6312,11204
PGAM1P5,0.00561230033286,0.588465536101,0.00285085036158,1.96864079872,0.562269383599,1.96864079872,4213,7064
PAXIP1-AS2,0.00864462564413,0.971729088228,0.00462503946423,1.86909229878,0.525527940258,1.86909229878,4386,7416
DCAF13P3,-0.00639383243649,-0.929021085592,0.00270909337882,-2.36013733837,-1.03539965964,2.36013733837,13552,5708
IPO5P1,0.005538867714,0.579184194736,0.00188714299798,2.93505458778,0.918954190452,2.93505458778,2718,4172
LOC100132831,0.00489247265056,0.497484626695,0.00344610167258,1.41971221845,0.359670365613,1.41971221845,5284,9162
PMS2P9,-0.0058299688698,-0.857752889967,0.00565440033304,-1.03104989502,-0.544858958142,1.03104989502,11028,10855
DPH3P1,-0.00656711023698,-0.950922121432,0.00437323844479,-1.50165839798,-0.718551536704,1.50165839798,12032,8823
LOC100133050,-0.00458728542577,-0.700686868997,0.00887283605651,-0.517003289202,-0.355134208364,0.517003289202,9911,13214
